ID,doi,Tipo,Nivel,Autor,Autores,Publicación / Proyecto,Editorial o Revista,Año,type_work,URL,journal_raw,project_role,XX,numero_autores,posicion_autor,tipo_proyecto,Puntaje,nombre_UAI,nombre_completo,Sinonimos,horas_investigacion,area,orcid,gscholar,name_end,promedio_horas,total_years_carga,year_inicio,Percentil,Reference,Reference_DT,Reference_k
259,NA,capítulo de libro,---,"Valdebenito, Victoria","Valdebenito, Victoria; O'Donoghue, T.; Vidovich, L.","Transforming university curriculum policies for a global knowledge society in Chile, en New directions in research on education reconstruction in challenging circumstances, pp. 57-71, eds: T. O'Donoghue, S. Clarke.","The Theory and History of Education International Research Group (THEIRG), Canadá, 2019.",2019,BOOK CHAPTER,NA,The Theory and History of Education International Research Group (THEIRG),NA,NA,3,1,NA,10,"VALDEBENITO MAC FARLANE, VICTORIA CONSTANZA",Victoria . Valdebenito A2,"Victoria Valdebenito; Valdebenito, V.; Valdebenito, V",180,social,0000-0002-6254-8747,NA,0,180,1,2019,93,"Valdebenito, Victoria; O'Donoghue, T.; Vidovich, L. (2019) Transforming university curriculum policies for a global knowledge society in Chile, en New directions in research on education reconstruction in challenging circumstances, pp. 57-71, eds: T. O'Donoghue, S. Clarke.. The Theory and History of Education International Research Group (THEIRG), Canadá, 2019.","<a href="""" target=""_blank"">Valdebenito, Victoria; O'Donoghue, T.; Vidovich, L. (2019) Transforming university curriculum policies for a global knowledge society in Chile, en New directions in research on education reconstruction in challenging circumstances, pp. 57-71, eds: T. O'Donoghue, S. Clarke.. The Theory and History of Education International Research Group (THEIRG), Canadá, 2019.</a>","[Valdebenito, Victoria; O'Donoghue, T.; Vidovich, L. (2019) Transforming university curriculum policies for a global knowledge society in Chile, en New directions in research on education reconstruction in challenging circumstances, pp. 57-71, eds: T. O'Donoghue, S. Clarke.. The Theory and History of Education International Research Group (THEIRG), Canadá, 2019.]()"
3,NA,artículo otras bases,---,"Araya, Claudio","Araya, Claudio; Fossa, Pablo",La teoría de la expresión: Una aproximación holística al fenómeno del lenguaje humano,"Summa Psicológica (UST), Vol. 14, Nº1, pp. 56-60, 2017.",2017,ARTICLE,NA,Summa Psicológica (UST),NA,NA,2,1,NA,0,"ARAYA VÉLIZ, CLAUDIO ANTONIO",Claudio . Araya A2,"Araya-Veliz, C.; Araya, Claudio; Claudio Araya-Veliz; Claudio Antonio Araya-Veliz; Araya-Veliz, Claudio Antonio; Araya, C.; Claudio Araya Veliz; Araya-Veliz, Claudio; Araya-Véliz, C.",90,clínica,0000-0002-5888-1299,QsVD1VwAAAAJ,0,90,3,2017,NA,"Araya, Claudio; Fossa, Pablo (2017) La teoría de la expresión: Una aproximación holística al fenómeno del lenguaje humano. Summa Psicológica (UST), Vol. 14, Nº1, pp. 56-60, 2017.","<a href="""" target=""_blank"">Araya, Claudio; Fossa, Pablo (2017) La teoría de la expresión: Una aproximación holística al fenómeno del lenguaje humano. Summa Psicológica (UST), Vol. 14, Nº1, pp. 56-60, 2017.</a>","[Araya, Claudio; Fossa, Pablo (2017) La teoría de la expresión: Una aproximación holística al fenómeno del lenguaje humano. Summa Psicológica (UST), Vol. 14, Nº1, pp. 56-60, 2017.]()"
4,NA,artículo otras bases,---,"Araya, Claudio","Araya, Claudio; Aristegui, Roberto; Fossa, Pablo","Pasos hacia una enacción relacional. Aporte, ambigüedades y limitaciones del concepto embodied mind en Francisco Varela: un análisis metateórico","Mindfulness & Compassion, Vol. 2, Nº1, pp. 41-46, enero-junio 2017.",2017,ARTICLE,NA,Mindfulness & Compassion,NA,NA,3,1,NA,0,"ARAYA VÉLIZ, CLAUDIO ANTONIO",Claudio . Araya A2,"Araya-Veliz, C.; Araya, Claudio; Claudio Araya-Veliz; Claudio Antonio Araya-Veliz; Araya-Veliz, Claudio Antonio; Araya, C.; Claudio Araya Veliz; Araya-Veliz, Claudio; Araya-Véliz, C.",90,clínica,0000-0002-5888-1299,QsVD1VwAAAAJ,0,90,3,2017,NA,"Araya, Claudio; Aristegui, Roberto; Fossa, Pablo (2017) Pasos hacia una enacción relacional. Aporte, ambigüedades y limitaciones del concepto embodied mind en Francisco Varela: un análisis metateórico. Mindfulness & Compassion, Vol. 2, Nº1, pp. 41-46, enero-junio 2017.","<a href="""" target=""_blank"">Araya, Claudio; Aristegui, Roberto; Fossa, Pablo (2017) Pasos hacia una enacción relacional. Aporte, ambigüedades y limitaciones del concepto embodied mind en Francisco Varela: un análisis metateórico. Mindfulness & Compassion, Vol. 2, Nº1, pp. 41-46, enero-junio 2017.</a>","[Araya, Claudio; Aristegui, Roberto; Fossa, Pablo (2017) Pasos hacia una enacción relacional. Aporte, ambigüedades y limitaciones del concepto embodied mind en Francisco Varela: un análisis metateórico. Mindfulness & Compassion, Vol. 2, Nº1, pp. 41-46, enero-junio 2017.]()"
6,NA,artículo ESCI,---,"Araya, Claudio","Silva, Victoria; Araya, Claudio; Martinez-Pernia, David; Aristegui, Roberto",La experiencia de estar presente en meditadores Zen: Una aproximación fenomenológica,"Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá), Vol. 13, Nº43, pp. 29-38, 2018.",2018,ARTICLE,NA,Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá),NA,NA,4,2,NA,0,"ARAYA VÉLIZ, CLAUDIO ANTONIO",Claudio . Araya A2,"Araya-Veliz, C.; Araya, Claudio; Claudio Araya-Veliz; Claudio Antonio Araya-Veliz; Araya-Veliz, Claudio Antonio; Araya, C.; Claudio Araya Veliz; Araya-Veliz, Claudio; Araya-Véliz, C.",90,clínica,0000-0002-5888-1299,QsVD1VwAAAAJ,0,90,3,2017,NA,"Silva, Victoria; Araya, Claudio; Martinez-Pernia, David; Aristegui, Roberto (2018) La experiencia de estar presente en meditadores Zen: Una aproximación fenomenológica. Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá), Vol. 13, Nº43, pp. 29-38, 2018.","<a href="""" target=""_blank"">Silva, Victoria; Araya, Claudio; Martinez-Pernia, David; Aristegui, Roberto (2018) La experiencia de estar presente en meditadores Zen: Una aproximación fenomenológica. Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá), Vol. 13, Nº43, pp. 29-38, 2018.</a>","[Silva, Victoria; Araya, Claudio; Martinez-Pernia, David; Aristegui, Roberto (2018) La experiencia de estar presente en meditadores Zen: Una aproximación fenomenológica. Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá), Vol. 13, Nº43, pp. 29-38, 2018.]()"
6,NA,artículo ESCI,---,"Martinez-Pernia, David","Silva, Victoria; Araya, Claudio; Martinez-Pernia, David; Aristegui, Roberto",La experiencia de estar presente en meditadores Zen: Una aproximación fenomenológica,"Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá), Vol. 13, Nº43, pp. 29-38, 2018.",2018,ARTICLE,NA,Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá),NA,NA,4,3,NA,0,"MARTÍNEZ PERNÍA, DAVID",David . Martínez-Pernia,"Martínez-Pernia, D; Martínez-Pernia, D.; Martinez-Pernia, David; Martínez-Pernia, David; Martínez-Pernía, David",180,clínica,0000-0003-2830-7920,NA,0,180,1,2019,NA,"Silva, Victoria; Araya, Claudio; Martinez-Pernia, David; Aristegui, Roberto (2018) La experiencia de estar presente en meditadores Zen: Una aproximación fenomenológica. Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá), Vol. 13, Nº43, pp. 29-38, 2018.","<a href="""" target=""_blank"">Silva, Victoria; Araya, Claudio; Martinez-Pernia, David; Aristegui, Roberto (2018) La experiencia de estar presente en meditadores Zen: Una aproximación fenomenológica. Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá), Vol. 13, Nº43, pp. 29-38, 2018.</a>","[Silva, Victoria; Araya, Claudio; Martinez-Pernia, David; Aristegui, Roberto (2018) La experiencia de estar presente en meditadores Zen: Una aproximación fenomenológica. Límite. Revista Interdisciplinaria de Filosofía y Psicología (U. Tarapacá), Vol. 13, Nº43, pp. 29-38, 2018.]()"
7,NA,artículo otras bases,---,"Araya, Claudio","Araya, Claudio",Integrando la enacción relacional en la reflexión sobre mindfulness,"Revista Mexicana de Investigación en Psicología, Vol. 10, Nº2, pp. 125-131, 2018.",2018,ARTICLE,NA,Revista Mexicana de Investigación en Psicología,NA,NA,1,1,NA,0,"ARAYA VÉLIZ, CLAUDIO ANTONIO",Claudio . Araya A2,"Araya-Veliz, C.; Araya, Claudio; Claudio Araya-Veliz; Claudio Antonio Araya-Veliz; Araya-Veliz, Claudio Antonio; Araya, C.; Claudio Araya Veliz; Araya-Veliz, Claudio; Araya-Véliz, C.",90,clínica,0000-0002-5888-1299,QsVD1VwAAAAJ,0,90,3,2017,NA,"Araya, Claudio (2018) Integrando la enacción relacional en la reflexión sobre mindfulness. Revista Mexicana de Investigación en Psicología, Vol. 10, Nº2, pp. 125-131, 2018.","<a href="""" target=""_blank"">Araya, Claudio (2018) Integrando la enacción relacional en la reflexión sobre mindfulness. Revista Mexicana de Investigación en Psicología, Vol. 10, Nº2, pp. 125-131, 2018.</a>","[Araya, Claudio (2018) Integrando la enacción relacional en la reflexión sobre mindfulness. Revista Mexicana de Investigación en Psicología, Vol. 10, Nº2, pp. 125-131, 2018.]()"
24,NA,artículo otras bases,---,"Bargsted, Mariana","Bargsted, Mariana",Psychosocial skills training for social innovation: Analysis of three programs for different stages of development of social innovators,"Psychology Research and Applications, Vol. 1, Nº1, pp. 22-33, 2019.",2019,ARTICLE,NA,Psychology Research and Applications,NA,NA,1,1,NA,0,"BARGSTED ARAVENA, MARIANA",Mariana . Bargsted A2,"Bargsted, M.; Mariana Bargsted; Mariana Bargsted Aravena; MARIANA BARGSTED ARAVENA; Mariana Bargsted A.",180,organizacional,0000-0002-9282-0561,gyoJu7kAAAAJ,0,180,3,2017,NA,"Bargsted, Mariana (2019) Psychosocial skills training for social innovation: Analysis of three programs for different stages of development of social innovators. Psychology Research and Applications, Vol. 1, Nº1, pp. 22-33, 2019.","<a href="""" target=""_blank"">Bargsted, Mariana (2019) Psychosocial skills training for social innovation: Analysis of three programs for different stages of development of social innovators. Psychology Research and Applications, Vol. 1, Nº1, pp. 22-33, 2019.</a>","[Bargsted, Mariana (2019) Psychosocial skills training for social innovation: Analysis of three programs for different stages of development of social innovators. Psychology Research and Applications, Vol. 1, Nº1, pp. 22-33, 2019.]()"
33,NA,conference paper Scopus,---,"Chaigneau, Sergio","Chaigneau, Sergio; Canessa, Enrique",Modeling Agreement in Social Groups Using Conceptual Agreement Theory,"Proceedings de la 32nd International Conference of the Chilean Computer Science Society (SCCC 2013, Temuco, Chile, 13-15 nov 2013), artículo 7814445, pp. 100-104, enero 2017.",2017,NA,NA,Proceedings de la 32nd International Conference of the Chilean Computer Science Society (SCCC 2013,NA,NA,2,1,NA,0,"CHAIGNEAU ORFANOZ, SERGIO",Sergio E Chaigneau Orfanoz,"Chaigneau, S.; Sergio Chaigneau; Chaigneau, S.E.; Sergio E Chaigneau; Sergio E. Chaigneau; Chaigneau, Sergio E.",180,básica,0000-0001-8642-6325,w-0YGM4AAAAJ,0,202.5,3,2017,NA,"Chaigneau, Sergio; Canessa, Enrique (2017) Modeling Agreement in Social Groups Using Conceptual Agreement Theory. Proceedings de la 32nd International Conference of the Chilean Computer Science Society (SCCC 2013, Temuco, Chile, 13-15 nov 2013), artículo 7814445, pp. 100-104, enero 2017.","<a href="""" target=""_blank"">Chaigneau, Sergio; Canessa, Enrique (2017) Modeling Agreement in Social Groups Using Conceptual Agreement Theory. Proceedings de la 32nd International Conference of the Chilean Computer Science Society (SCCC 2013, Temuco, Chile, 13-15 nov 2013), artículo 7814445, pp. 100-104, enero 2017.</a>","[Chaigneau, Sergio; Canessa, Enrique (2017) Modeling Agreement in Social Groups Using Conceptual Agreement Theory. Proceedings de la 32nd International Conference of the Chilean Computer Science Society (SCCC 2013, Temuco, Chile, 13-15 nov 2013), artículo 7814445, pp. 100-104, enero 2017.]()"
36,NA,conference paper Scopus,---,"Chaigneau, Sergio","Canessa, Enrique; Chaigneau, Sergio; Barra, C.",Developing and calibrating an ABM of the property listing task,"Proceedings de la 32nd European Council for Modelling and Simulation, ECMS 2018 (Wilhelmshaven, Alemania, 22-25 mayo 2018), pp. 13-19, 2018.",2018,NA,NA,Proceedings de la 32nd European Council for Modelling and Simulation,NA,NA,3,2,NA,0,"CHAIGNEAU ORFANOZ, SERGIO",Sergio E Chaigneau Orfanoz,"Chaigneau, S.; Sergio Chaigneau; Chaigneau, S.E.; Sergio E Chaigneau; Sergio E. Chaigneau; Chaigneau, Sergio E.",180,básica,0000-0001-8642-6325,w-0YGM4AAAAJ,0,202.5,3,2017,NA,"Canessa, Enrique; Chaigneau, Sergio; Barra, C. (2018) Developing and calibrating an ABM of the property listing task. Proceedings de la 32nd European Council for Modelling and Simulation, ECMS 2018 (Wilhelmshaven, Alemania, 22-25 mayo 2018), pp. 13-19, 2018.","<a href="""" target=""_blank"">Canessa, Enrique; Chaigneau, Sergio; Barra, C. (2018) Developing and calibrating an ABM of the property listing task. Proceedings de la 32nd European Council for Modelling and Simulation, ECMS 2018 (Wilhelmshaven, Alemania, 22-25 mayo 2018), pp. 13-19, 2018.</a>","[Canessa, Enrique; Chaigneau, Sergio; Barra, C. (2018) Developing and calibrating an ABM of the property listing task. Proceedings de la 32nd European Council for Modelling and Simulation, ECMS 2018 (Wilhelmshaven, Alemania, 22-25 mayo 2018), pp. 13-19, 2018.]()"
37,NA,FONDECYT REGULAR  1190006,IR,"Chaigneau, Sergio","Chaigneau, Sergio; Canessa, Enrique",Un modelo descriptivo para la clasificación causal,Concurso FONDECYT Regular 2019; duración: 3 años (mar 2019-mar 2022). Adjudicado en el año 2018.,2018,NA,NA,NA,NA,NA,2,1,Regular - IR,0,"CHAIGNEAU ORFANOZ, SERGIO",Sergio E Chaigneau Orfanoz,"Chaigneau, S.; Sergio Chaigneau; Chaigneau, S.E.; Sergio E Chaigneau; Sergio E. Chaigneau; Chaigneau, Sergio E.",180,básica,0000-0001-8642-6325,w-0YGM4AAAAJ,0,202.5,3,2017,NA,"Chaigneau, Sergio; Canessa, Enrique (2018) Un modelo descriptivo para la clasificación causal. Concurso FONDECYT Regular 2019; duración: 3 años (mar 2019-mar 2022). Adjudicado en el año 2018.","<a href="""" target=""_blank"">Chaigneau, Sergio; Canessa, Enrique (2018) Un modelo descriptivo para la clasificación causal. Concurso FONDECYT Regular 2019; duración: 3 años (mar 2019-mar 2022). Adjudicado en el año 2018.</a>","[Chaigneau, Sergio; Canessa, Enrique (2018) Un modelo descriptivo para la clasificación causal. Concurso FONDECYT Regular 2019; duración: 3 años (mar 2019-mar 2022). Adjudicado en el año 2018.]()"
46,NA,artículo ESCI,---,"Diaz, Fernanda","Heras, Dalila; Diaz, Fernanda; Cruzat, Claudia; Lecaros, Javiera",(In)Satisfacción con la imagen corporal en jóvenes chilenas de 15 a 25 años: en la línea de la prevención,"Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad, Nº23, pp. 69-80, abril-julio 2017.",2017,ARTICLE,NA,Revista Latinoamericana de Estudios sobre Cuerpos,NA,NA,4,2,NA,0,"DÍAZ CASTRILLÓN, FERNANDA VIVIANA",Fernanda . Diaz A2,"Díaz, Fernanda; Díaz, F.; Diaz, F.; Fernanda Diaz; Diaz Fernanda; Díaz Fernanda; Diaz-Castrillon, Fernanda",180,clínica,0000-0003-4517-6803,LAmF-ZYAAAAJ,0,180,3,2017,NA,"Heras, Dalila; Diaz, Fernanda; Cruzat, Claudia; Lecaros, Javiera (2017) (In)Satisfacción con la imagen corporal en jóvenes chilenas de 15 a 25 años: en la línea de la prevención. Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad, Nº23, pp. 69-80, abril-julio 2017.","<a href="""" target=""_blank"">Heras, Dalila; Diaz, Fernanda; Cruzat, Claudia; Lecaros, Javiera (2017) (In)Satisfacción con la imagen corporal en jóvenes chilenas de 15 a 25 años: en la línea de la prevención. Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad, Nº23, pp. 69-80, abril-julio 2017.</a>","[Heras, Dalila; Diaz, Fernanda; Cruzat, Claudia; Lecaros, Javiera (2017) (In)Satisfacción con la imagen corporal en jóvenes chilenas de 15 a 25 años: en la línea de la prevención. Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad, Nº23, pp. 69-80, abril-julio 2017.]()"
46,NA,artículo ESCI,---,"Cruzat, Claudia","Heras, Dalila; Diaz, Fernanda; Cruzat, Claudia; Lecaros, Javiera",(In)Satisfacción con la imagen corporal en jóvenes chilenas de 15 a 25 años: en la línea de la prevención,"Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad, Nº23, pp. 69-80, abril-julio 2017.",2017,ARTICLE,NA,Revista Latinoamericana de Estudios sobre Cuerpos,NA,NA,4,3,NA,0,"CRUZAT MANDICH, CLAUDIA VERÓNICA",Claudia . Cruzat A2,"Cruzat, C.; Cruzat-Mandich, C; Cruzat-Mandicha, C; Claudia Cruzat-Mandich; Claudia Cruzat-Mandich; Mandich, C.C.; Cruzat-Mandich, C.; Claudia Cruzat- Mandich; Claudia Veronica Cruzat-Mandich; Cruzat-Mandicha, C.; Claudia Cruzat; Cruzat-Mandich, Claudia",180,clínica,0000-0003-3477-8737,xzD91mEAAAAJ,0,202.5,3,2017,NA,"Heras, Dalila; Diaz, Fernanda; Cruzat, Claudia; Lecaros, Javiera (2017) (In)Satisfacción con la imagen corporal en jóvenes chilenas de 15 a 25 años: en la línea de la prevención. Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad, Nº23, pp. 69-80, abril-julio 2017.","<a href="""" target=""_blank"">Heras, Dalila; Diaz, Fernanda; Cruzat, Claudia; Lecaros, Javiera (2017) (In)Satisfacción con la imagen corporal en jóvenes chilenas de 15 a 25 años: en la línea de la prevención. Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad, Nº23, pp. 69-80, abril-julio 2017.</a>","[Heras, Dalila; Diaz, Fernanda; Cruzat, Claudia; Lecaros, Javiera (2017) (In)Satisfacción con la imagen corporal en jóvenes chilenas de 15 a 25 años: en la línea de la prevención. Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad, Nº23, pp. 69-80, abril-julio 2017.]()"
57,NA,meeting abstract WoS,---,"Cruzat, Claudia","Cruzat, Claudia",Changes in body image in adolescents undergoing bariatric surgery,"International Journal of Behavioral Medicine, Vol. 25, pp. S136, octubre 2018.",2018,NA,NA,International Journal of Behavioral Medicine,NA,NA,1,1,NA,0,"CRUZAT MANDICH, CLAUDIA VERÓNICA",Claudia . Cruzat A2,"Cruzat, C.; Cruzat-Mandich, C; Cruzat-Mandicha, C; Claudia Cruzat-Mandich; Claudia Cruzat-Mandich; Mandich, C.C.; Cruzat-Mandich, C.; Claudia Cruzat- Mandich; Claudia Veronica Cruzat-Mandich; Cruzat-Mandicha, C.; Claudia Cruzat; Cruzat-Mandich, Claudia",180,clínica,0000-0003-3477-8737,xzD91mEAAAAJ,0,202.5,3,2017,NA,"Cruzat, Claudia (2018) Changes in body image in adolescents undergoing bariatric surgery. International Journal of Behavioral Medicine, Vol. 25, pp. S136, octubre 2018.","<a href="""" target=""_blank"">Cruzat, Claudia (2018) Changes in body image in adolescents undergoing bariatric surgery. International Journal of Behavioral Medicine, Vol. 25, pp. S136, octubre 2018.</a>","[Cruzat, Claudia (2018) Changes in body image in adolescents undergoing bariatric surgery. International Journal of Behavioral Medicine, Vol. 25, pp. S136, octubre 2018.]()"
58,NA,artículo ESCI,---,"Diaz, Fernanda","Diaz, Fernanda; Cruzat, Claudia; Oda, C.; Inostroza, Maria; Saravia, Susana; Lecaros, Javiera","Comparación de mujeres jóvenes con obesidad y normopeso: vivencia corporal, hábitos saludables y regulación emocional","Revista Chilena de Nutrición, Vol. 46, Nº3, pp. 308-318, junio 2019.",2019,ARTICLE,NA,Revista Chilena de Nutrición,NA,NA,6,1,NA,0,"DÍAZ CASTRILLÓN, FERNANDA VIVIANA",Fernanda . Diaz A2,"Díaz, Fernanda; Díaz, F.; Diaz, F.; Fernanda Diaz; Diaz Fernanda; Díaz Fernanda; Diaz-Castrillon, Fernanda",180,clínica,0000-0003-4517-6803,LAmF-ZYAAAAJ,0,180,3,2017,NA,"Diaz, Fernanda; Cruzat, Claudia; Oda, C.; Inostroza, Maria; Saravia, Susana; Lecaros, Javiera (2019) Comparación de mujeres jóvenes con obesidad y normopeso: vivencia corporal, hábitos saludables y regulación emocional. Revista Chilena de Nutrición, Vol. 46, Nº3, pp. 308-318, junio 2019.","<a href="""" target=""_blank"">Diaz, Fernanda; Cruzat, Claudia; Oda, C.; Inostroza, Maria; Saravia, Susana; Lecaros, Javiera (2019) Comparación de mujeres jóvenes con obesidad y normopeso: vivencia corporal, hábitos saludables y regulación emocional. Revista Chilena de Nutrición, Vol. 46, Nº3, pp. 308-318, junio 2019.</a>","[Diaz, Fernanda; Cruzat, Claudia; Oda, C.; Inostroza, Maria; Saravia, Susana; Lecaros, Javiera (2019) Comparación de mujeres jóvenes con obesidad y normopeso: vivencia corporal, hábitos saludables y regulación emocional. Revista Chilena de Nutrición, Vol. 46, Nº3, pp. 308-318, junio 2019.]()"
58,NA,artículo ESCI,---,"Cruzat, Claudia","Diaz, Fernanda; Cruzat, Claudia; Oda, C.; Inostroza, Maria; Saravia, Susana; Lecaros, Javiera","Comparación de mujeres jóvenes con obesidad y normopeso: vivencia corporal, hábitos saludables y regulación emocional","Revista Chilena de Nutrición, Vol. 46, Nº3, pp. 308-318, junio 2019.",2019,ARTICLE,NA,Revista Chilena de Nutrición,NA,NA,6,2,NA,0,"CRUZAT MANDICH, CLAUDIA VERÓNICA",Claudia . Cruzat A2,"Cruzat, C.; Cruzat-Mandich, C; Cruzat-Mandicha, C; Claudia Cruzat-Mandich; Claudia Cruzat-Mandich; Mandich, C.C.; Cruzat-Mandich, C.; Claudia Cruzat- Mandich; Claudia Veronica Cruzat-Mandich; Cruzat-Mandicha, C.; Claudia Cruzat; Cruzat-Mandich, Claudia",180,clínica,0000-0003-3477-8737,xzD91mEAAAAJ,0,202.5,3,2017,NA,"Diaz, Fernanda; Cruzat, Claudia; Oda, C.; Inostroza, Maria; Saravia, Susana; Lecaros, Javiera (2019) Comparación de mujeres jóvenes con obesidad y normopeso: vivencia corporal, hábitos saludables y regulación emocional. Revista Chilena de Nutrición, Vol. 46, Nº3, pp. 308-318, junio 2019.","<a href="""" target=""_blank"">Diaz, Fernanda; Cruzat, Claudia; Oda, C.; Inostroza, Maria; Saravia, Susana; Lecaros, Javiera (2019) Comparación de mujeres jóvenes con obesidad y normopeso: vivencia corporal, hábitos saludables y regulación emocional. Revista Chilena de Nutrición, Vol. 46, Nº3, pp. 308-318, junio 2019.</a>","[Diaz, Fernanda; Cruzat, Claudia; Oda, C.; Inostroza, Maria; Saravia, Susana; Lecaros, Javiera (2019) Comparación de mujeres jóvenes con obesidad y normopeso: vivencia corporal, hábitos saludables y regulación emocional. Revista Chilena de Nutrición, Vol. 46, Nº3, pp. 308-318, junio 2019.]()"
69,NA,meeting abstract WoS,---,"Diaz, Fernanda","Fernandez, L.; Diaz, Fernanda",Until it kills you: Discourse analysis of the Chilean tobacco packaging warning messages campaign between 2014-2016,"Psycho-Oncology, Vol. 26, pp. 92, agosto 2017.",2017,NA,NA,Psycho-Oncology,NA,NA,2,2,NA,0,"DÍAZ CASTRILLÓN, FERNANDA VIVIANA",Fernanda . Diaz A2,"Díaz, Fernanda; Díaz, F.; Diaz, F.; Fernanda Diaz; Diaz Fernanda; Díaz Fernanda; Diaz-Castrillon, Fernanda",180,clínica,0000-0003-4517-6803,LAmF-ZYAAAAJ,0,180,3,2017,NA,"Fernandez, L.; Diaz, Fernanda (2017) Until it kills you: Discourse analysis of the Chilean tobacco packaging warning messages campaign between 2014-2016. Psycho-Oncology, Vol. 26, pp. 92, agosto 2017.","<a href="""" target=""_blank"">Fernandez, L.; Diaz, Fernanda (2017) Until it kills you: Discourse analysis of the Chilean tobacco packaging warning messages campaign between 2014-2016. Psycho-Oncology, Vol. 26, pp. 92, agosto 2017.</a>","[Fernandez, L.; Diaz, Fernanda (2017) Until it kills you: Discourse analysis of the Chilean tobacco packaging warning messages campaign between 2014-2016. Psycho-Oncology, Vol. 26, pp. 92, agosto 2017.]()"
99,NA,artículo ESCI,---,"Huepe, David","Garcia- Cordero, I.; Sedeno, L.; de la Fuente, L.; Slachevsky, A.; Forno, G.; Klein, F.; Lillo, P.; Huepe, David; Ibanez, Agustin","Percibir, aprender y ser consciente de los estados internos: dimensiones interoceptivas en modelos de lesión","Cuadernos de Neuropsicología, Vol. 12, Nº3, artículo 206, 2018.",2018,ARTICLE,NA,Cuadernos de Neuropsicología,NA,NA,9,8,NA,0,"HUEPE ARTIGAS, DAVID ALEJANDRO",David . Huepe Artigas,"Huepe, D.; David Huepe; Huepe D.",180,básica,0000-0001-8351-5314,6wMud9YAAAAJ,0,187.5,3,2017,NA,"Garcia- Cordero, I.; Sedeno, L.; de la Fuente, L.; Slachevsky, A.; Forno, G.; Klein, F.; Lillo, P.; Huepe, David; Ibanez, Agustin (2018) Percibir, aprender y ser consciente de los estados internos: dimensiones interoceptivas en modelos de lesión. Cuadernos de Neuropsicología, Vol. 12, Nº3, artículo 206, 2018.","<a href="""" target=""_blank"">Garcia- Cordero, I.; Sedeno, L.; de la Fuente, L.; Slachevsky, A.; Forno, G.; Klein, F.; Lillo, P.; Huepe, David; Ibanez, Agustin (2018) Percibir, aprender y ser consciente de los estados internos: dimensiones interoceptivas en modelos de lesión. Cuadernos de Neuropsicología, Vol. 12, Nº3, artículo 206, 2018.</a>","[Garcia- Cordero, I.; Sedeno, L.; de la Fuente, L.; Slachevsky, A.; Forno, G.; Klein, F.; Lillo, P.; Huepe, David; Ibanez, Agustin (2018) Percibir, aprender y ser consciente de los estados internos: dimensiones interoceptivas en modelos de lesión. Cuadernos de Neuropsicología, Vol. 12, Nº3, artículo 206, 2018.]()"
