ID,StartDate,confirmation_code,FollowUp_1(1),FollowUp_time_1(1),FollowUp_time_2(1),FollowUp_time_3(1),FollowUp_time_4(1),FollowUp_1(2),FollowUp_time_1(2),FollowUp_time_2(2),FollowUp_time_3(2),FollowUp_time_4(2),FollowUp_1(3),FollowUp_time_1(3),FollowUp_time_2(3),FollowUp_time_3(3),FollowUp_time_4(3),FollowUp_1(4),FollowUp_time_1(4),FollowUp_time_2(4),FollowUp_time_3(4),FollowUp_time_4(4),FollowUp_1(5),FollowUp_time_1(5),FollowUp_time_2(5),FollowUp_time_3(5),FollowUp_time_4(5),FollowUp_1(6),FollowUp_time_1(6),FollowUp_time_2(6),FollowUp_time_3(6),FollowUp_time_4(6),FollowUp_1(7),FollowUp_time_1(7),FollowUp_time_2(7),FollowUp_time_3(7),FollowUp_time_4(7),FollowUp_1(8),FollowUp_time_1(8),FollowUp_time_2(8),FollowUp_time_3(8),FollowUp_time_4(8),FollowUp_1(9),FollowUp_time_1(9),FollowUp_time_2(9),FollowUp_time_3(9),FollowUp_time_4(9),FollowUp_1(10),FollowUp_time_1(10),FollowUp_time_2(10),FollowUp_time_3(10),FollowUp_time_4(10),FollowUp_1(11),FollowUp_time_1(11),FollowUp_time_2(11),FollowUp_time_3(11),FollowUp_time_4(11),FollowUp_1(12),FollowUp_time_1(12),FollowUp_time_2(12),FollowUp_time_3(12),FollowUp_time_4(12),FollowUp_1(13),FollowUp_time_1(13),FollowUp_time_2(13),FollowUp_time_3(13),FollowUp_time_4(13),FollowUp_1(14),FollowUp_time_1(14),FollowUp_time_2(14),FollowUp_time_3(14),FollowUp_time_4(14),FollowUp_1(15),FollowUp_time_1(15),FollowUp_time_2(15),FollowUp_time_3(15),FollowUp_time_4(15),FollowUp_1(16),FollowUp_time_1(16),FollowUp_time_2(16),FollowUp_time_3(16),FollowUp_time_4(16),FollowUp_1(17),FollowUp_time_1(17),FollowUp_time_2(17),FollowUp_time_3(17),FollowUp_time_4(17),FollowUp_1(18),FollowUp_time_1(18),FollowUp_time_2(18),FollowUp_time_3(18),FollowUp_time_4(18),FollowUp_1(19),FollowUp_time_1(19),FollowUp_time_2(19),FollowUp_time_3(19),FollowUp_time_4(19),FollowUp_1(20),FollowUp_time_1(20),FollowUp_time_2(20),FollowUp_time_3(20),FollowUp_time_4(20),FollowUp_1(21),FollowUp_time_1(21),FollowUp_time_2(21),FollowUp_time_3(21),FollowUp_time_4(21),FollowUp_1(22),FollowUp_time_1(22),FollowUp_time_2(22),FollowUp_time_3(22),FollowUp_time_4(22),FollowUp_1(23),FollowUp_time_1(23),FollowUp_time_2(23),FollowUp_time_3(23),FollowUp_time_4(23),FollowUp_1(24),FollowUp_time_1(24),FollowUp_time_2(24),FollowUp_time_3(24),FollowUp_time_4(24),FollowUp_1(25),FollowUp_time_1(25),FollowUp_time_2(25),FollowUp_time_3(25),FollowUp_time_4(25),FollowUp_1(26),FollowUp_time_1(26),FollowUp_time_2(26),FollowUp_time_3(26),FollowUp_time_4(26),FollowUp_1(27),FollowUp_time_1(27),FollowUp_time_2(27),FollowUp_time_3(27),FollowUp_time_4(27),FollowUp_1(28),FollowUp_time_1(28),FollowUp_time_2(28),FollowUp_time_3(28),FollowUp_time_4(28),FollowUp_1(29),FollowUp_time_1(29),FollowUp_time_2(29),FollowUp_time_3(29),FollowUp_time_4(29),FollowUp_1(30),FollowUp_time_1(30),FollowUp_time_2(30),FollowUp_time_3(30),FollowUp_time_4(30),FollowUp_1(31),FollowUp_time_1(31),FollowUp_time_2(31),FollowUp_time_3(31),FollowUp_time_4(31),FollowUp_1(32),FollowUp_time_1(32),FollowUp_time_2(32),FollowUp_time_3(32),FollowUp_time_4(32),FollowUp_1(33),FollowUp_time_1(33),FollowUp_time_2(33),FollowUp_time_3(33),FollowUp_time_4(33),FollowUp_1(34),FollowUp_time_1(34),FollowUp_time_2(34),FollowUp_time_3(34),FollowUp_time_4(34),FollowUp_1(35),FollowUp_time_1(35),FollowUp_time_2(35),FollowUp_time_3(35),FollowUp_time_4(35),FollowUp_1(36),FollowUp_time_1(36),FollowUp_time_2(36),FollowUp_time_3(36),FollowUp_time_4(36),FollowUp_1(37),FollowUp_time_1(37),FollowUp_time_2(37),FollowUp_time_3(37),FollowUp_time_4(37),FollowUp_1(38),FollowUp_time_1(38),FollowUp_time_2(38),FollowUp_time_3(38),FollowUp_time_4(38),FollowUp_1(39),FollowUp_time_1(39),FollowUp_time_2(39),FollowUp_time_3(39),FollowUp_time_4(39),FollowUp_1(40),FollowUp_time_1(40),FollowUp_time_2(40),FollowUp_time_3(40),FollowUp_time_4(40),FollowUp_1(41),FollowUp_time_1(41),FollowUp_time_2(41),FollowUp_time_3(41),FollowUp_time_4(41),FollowUp_1(42),FollowUp_time_1(42),FollowUp_time_2(42),FollowUp_time_3(42),FollowUp_time_4(42),FollowUp_1(43),FollowUp_time_1(43),FollowUp_time_2(43),FollowUp_time_3(43),FollowUp_time_4(43),FollowUp_1(44),FollowUp_time_1(44),FollowUp_time_2(44),FollowUp_time_3(44),FollowUp_time_4(44),FollowUp_1(45),FollowUp_time_1(45),FollowUp_time_2(45),FollowUp_time_3(45),FollowUp_time_4(45),FollowUp_1(46),FollowUp_time_1(46),FollowUp_time_2(46),FollowUp_time_3(46),FollowUp_time_4(46),FollowUp_1(47),FollowUp_time_1(47),FollowUp_time_2(47),FollowUp_time_3(47),FollowUp_time_4(47),FollowUp_1(48),FollowUp_time_1(48),FollowUp_time_2(48),FollowUp_time_3(48),FollowUp_time_4(48),FollowUp_1(49),FollowUp_time_1(49),FollowUp_time_2(49),FollowUp_time_3(49),FollowUp_time_4(49),FollowUp_1(50),FollowUp_time_1(50),FollowUp_time_2(50),FollowUp_time_3(50),FollowUp_time_4(50),FollowUp_1(51),FollowUp_time_1(51),FollowUp_time_2(51),FollowUp_time_3(51),FollowUp_time_4(51),FollowUp_1(52),FollowUp_time_1(52),FollowUp_time_2(52),FollowUp_time_3(52),FollowUp_time_4(52),FollowUp_1(53),FollowUp_time_1(53),FollowUp_time_2(53),FollowUp_time_3(53),FollowUp_time_4(53),FollowUp_1(54),FollowUp_time_1(54),FollowUp_time_2(54),FollowUp_time_3(54),FollowUp_time_4(54),FollowUp_1(55),FollowUp_time_1(55),FollowUp_time_2(55),FollowUp_time_3(55),FollowUp_time_4(55),FollowUp_1(56),FollowUp_time_1(56),FollowUp_time_2(56),FollowUp_time_3(56),FollowUp_time_4(56),FollowUp_1(57),FollowUp_time_1(57),FollowUp_time_2(57),FollowUp_time_3(57),FollowUp_time_4(57),FollowUp_1(58),FollowUp_time_1(58),FollowUp_time_2(58),FollowUp_time_3(58),FollowUp_time_4(58),FollowUp_1(59),FollowUp_time_1(59),FollowUp_time_2(59),FollowUp_time_3(59),FollowUp_time_4(59),FollowUp_1(60),FollowUp_time_1(60),FollowUp_time_2(60),FollowUp_time_3(60),FollowUp_time_4(60),FollowUp_1(61),FollowUp_time_1(61),FollowUp_time_2(61),FollowUp_time_3(61),FollowUp_time_4(61),FollowUp_1(62),FollowUp_time_1(62),FollowUp_time_2(62),FollowUp_time_3(62),FollowUp_time_4(62),FollowUp_1(63),FollowUp_time_1(63),FollowUp_time_2(63),FollowUp_time_3(63),FollowUp_time_4(63),FollowUp_1(64),FollowUp_time_1(64),FollowUp_time_2(64),FollowUp_time_3(64),FollowUp_time_4(64),FollowUp_1(65),FollowUp_time_1(65),FollowUp_time_2(65),FollowUp_time_3(65),FollowUp_time_4(65),FollowUp_1(66),FollowUp_time_1(66),FollowUp_time_2(66),FollowUp_time_3(66),FollowUp_time_4(66),FollowUp_1(67),FollowUp_time_1(67),FollowUp_time_2(67),FollowUp_time_3(67),FollowUp_time_4(67),FollowUp_1(68),FollowUp_time_1(68),FollowUp_time_2(68),FollowUp_time_3(68),FollowUp_time_4(68),FollowUp_1(69),FollowUp_time_1(69),FollowUp_time_2(69),FollowUp_time_3(69),FollowUp_time_4(69),FollowUp_1(70),FollowUp_time_1(70),FollowUp_time_2(70),FollowUp_time_3(70),FollowUp_time_4(70),FollowUp_1(71),FollowUp_time_1(71),FollowUp_time_2(71),FollowUp_time_3(71),FollowUp_time_4(71),FollowUp_1(72),FollowUp_time_1(72),FollowUp_time_2(72),FollowUp_time_3(72),FollowUp_time_4(72),why,why_time_1,why_time_2,why_time_3,why_time_4,what_1,what_2,what_3,what_9,what_6,what_7,what_5,what_8,what_15,what_16,what_4,what_4_TEXT,what_time_1,what_time_2,what_time_3,what_time_4
289,2016-09-29 12:26:33,1402782,2,45.35,46.542,49.488,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have had experiences like this before. I do not trust modern medicine and have been diagnosed with muliiple diseases that were all false positive. No way.,1.929,62.404,67.108,3,,1,,1,,1,,1,,,,,9.964,30.356,36.919,5
290,2016-09-29 12:24:03,8853595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,41.825,43.513,48.894,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I feel like the rational thing would be to not take the test but thought the anxiety around not knowing would be hard to bear. I also wanted more information on how risky the treatment would be if I did not actually have the disease but it was assumed. I also wanted to know about the prognosis and level of suffering.,3.104,116.725,205.426,3,,,,1,,1,,,,1,,,10.183,65.525,68.489,5
291,2016-09-29 12:26:21,5047440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,20.154,20.154,37.953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I would probably end up not taking it. Sometimes too many tests do not make you healthier only makes the dr richer.,17.766,120.946,145.484,3,,,,,,,,,,1,,,35.053,35.053,41.878,1
292,2016-09-29 12:29:22,7643339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,22.641,24.185,25.689,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Why not find out?,3.782,3.782,10.175,1,,,,,1,,1,,,,,,7.388,11.575,15.495,2
293,2016-09-29 12:28:03,8255013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25.632,25.632,40.999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40% is still a low chance that I might have the disease, I would take the risk. The 1% risk of being in chronic pain is still too high and not worth it. I would rather not know.",0.859,27.403,72.382,2,,,,1,1,1,,1,,,,,5.01,26.954,31.634,5
294,2016-09-29 12:28:43,2676748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,69.739,81.018,81.406,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I would probably take it as a preventative measure, but it's a scary thought",0.699,0.699,16.984,1,,,,,1,,,,,1,,,7.072,10.953,12.212,2
295,2016-09-29 12:27:25,1842357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92.196,92.196,93.928,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four out of one hundred means that four percent of the population depending on the sample size being looked at. A four percent chance is low.,0.81,0.81,90.464,1,,,1,,1,,,,,,1,four out of one hundred although the article mentioned 40 percent.,4.24,10.866,34.465,4
296,2016-09-29 12:28:05,5808245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46.634,54.089,57.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I chose to take the follow up tests. Everything medical is going to have a death risk it seems because of the rare incidents. I have a 80% chance I have it which is a good chance. I either get some great news or some terrible which requires prompt action.,3.505,51.593,88.741,3,,,1,,,,1,,,1,,,11.204,29.041,35.583,6
297,2016-09-29 12:30:19,1684259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,17.126,18.661,19.949,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I chose to take the follow up test because I think the 1% risk was worth the chance.,1.479,1.479,25.269,1,,,,,,,1,,,,,,7.892,7.892,10.061,1
298,2016-09-29 12:29:37,7292953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10.747,32.266,34.175,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The first test is not accurate enough to confirm, with 100% certainty, the presence of the disease.  I would need more testing to confirm.",1.76,14.369,59.887,4,,1,,1,,,1,,,1,,,2.173,26.419,27.967,5
299,2016-09-29 12:27:37,9227922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,151.581,151.581,153.425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I always feel it's better to be safe then sorry. I'de like to avoid pain in my future as much as possible,2.821,2.821,67.834,1,,,1,,1,,,,1,1,,,13.564,33.496,35.4,4
300,2016-09-29 12:30:31,6659467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50.13,51.034,53.097,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,to know if i have it or not,1.526,1.526,14.723,1,,,,1,,,,,,1,,,28.796,34.503,36.054,2
301,2016-09-29 12:31:24,7530177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,23.285,23.285,24.313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The risk of pain is low versus the false positive percentage. Detection can save my life.,0.833,0.833,24.939,1,,,1,,1,,1,,,1,,,6.351,19.372,20.398,4
302,2016-09-29 12:31:23,9994479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,18.555,23.53,28.039,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I would have to talk with my family to see it fts worth is since they are so many false postives,2.648,2.648,23.981,1,1,,,1,,1,,1,,,,,4.753,16.573,23.507,4
303,2016-09-29 12:32:09,5507985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,32.128,32.128,33.655,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I would like to know if I really had this disease so to me it would be worth it. I would take the follow up test.,1.1,35.826,50.726,7,1,,1,,1,,1,,,1,,,7.084,24.397,25.667,8
304,2016-09-29 12:33:18,6190450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,12.937,12.937,13.943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It would depend on exactly what risk the long term chronic pain was - tingling/numbness/shooting pain - but I would most likely choose to confirm the presence so it could be treated.,0.596,31.844,32.138,2,,,,,,,1,1,,,,,14.704,19.194,20.272,2
305,2016-09-29 12:33:37,3344768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,20.642,23.28,25.642,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I would still like to know if I have the disease.,1.992,1.992,19.23,1,,,,1,1,,,,,1,,,4.157,13.459,14.779,3
306,2016-09-29 12:33:43,9204853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,28.341,28.341,31.619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A 1 out of 100 shot of dying seems high,1.969,1.969,14.774,1,,,,,,1,,1,,1,,,13.81,20.984,23.374,4
307,2016-09-29 12:30:32,7028687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,33.221,52.108,53.655,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",I was undecided as I don't wish to decrease quality of life if don't have disease where as 80% chance you have the disease you cant do anything about",2.664,137.696,179.908,16,,,,,,1,,1,1,,,,15.287,49.846,51.697,5
308,2016-09-29 12:32:00,6389723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,46.643,46.643,48.244,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A 1% chance of death is minor, especially as I am a healthy adult in all other ways.   However a 40% chance of having it is statistically relevant and something to worry about.",5.906,5.906,100.144,1,,,1,,1,,1,1,,1,,,9.908,39.424,40.802,5
